id,spanish,english,level,partOfSpeech,imageQuery
535,"sofá","sofa",A1,noun,"comfortable living room sofa"
536,"sillón","armchair",A1,noun,"comfy leather armchair"
537,"lámpara","lamp",A1,noun,"table reading lamp"
538,"estante","bookshelf",A1,noun,"wooden bookshelf books"
539,"cuadro","painting",A1,noun,"framed wall painting"
540,"alfombra","carpet",A1,noun,"living room area rug"
541,"cortina","curtain",A1,noun,"window drapes curtain"
542,"techo","ceiling",A1,noun,"room ceiling light"
543,"pared","wall",A1,noun,"brick room wall"
544,"suelo","floor",A1,noun,"wooden floor tiles"
545,"escalera","stairs",A1,noun,"wooden indoor staircase"
546,"ascensor","elevator",A1,noun,"modern glass elevator"
547,"pasillo","hallway",A1,noun,"bright house hallway"
548,"garaje","garage",A1,noun,"car garage house"
549,"balcón","balcony",A1,noun,"apartment balcony view"
550,"terraza","terrace",A1,noun,"outdoor patio terrace"
551,"primavera","spring season",A1,noun,"spring flowers blooming"
552,"verano","summer season",A1,noun,"sunny beach summer"
553,"otoño","autumn season",A1,noun,"autumn golden leaves forest"
554,"invierno","winter season",A1,noun,"snowy winter trees"
555,"enero","january",A1,noun,"calendar january"
556,"febrero","february",A1,noun,"calendar february"
557,"marzo","march",A1,noun,"calendar march"
558,"abril","april",A1,noun,"calendar april"
559,"mayo","may",A1,noun,"calendar may"
560,"junio","june",A1,noun,"calendar june"
561,"julio","july",A1,noun,"calendar july"
562,"agosto","august",A1,noun,"calendar august"
563,"septiembre","september",A1,noun,"calendar september"
564,"octubre","october",A1,noun,"calendar october"
565,"noviembre","november",A1,noun,"calendar november"
566,"diciembre","december",A1,noun,"calendar december"
567,"lunes","monday",A1,noun,"lunes"
568,"martes","tuesday",A1,noun,"martes"
569,"miércoles","wednesday",A1,noun,"miércoles"
570,"jueves","thursday",A1,noun,"jueves"
571,"viernes","friday",A1,noun,"viernes"
572,"sábado","saturday",A1,noun,"sábado"
573,"domingo","sunday",A1,noun,"domingo"
574,"mañana temprano","early morning",A1,noun,"early morning sunrise"
575,"tarde","afternoon",A1,noun,"sunny afternoon park"
576,"noche","night time",A1,noun,"starry night sky"
577,"medianoche","midnight",A1,noun,"midnight clock 12"
578,"mediodía","noon",A1,noun,"bright noon sun clock"
579,"semana","week",A1,noun,"weekly calendar page"
580,"mes","month",A1,noun,"monthly calendar page"
581,"año","year",A1,noun,"new year fireworks"
582,"siglo","century",A1,noun,"historical timeline century"
583,"hoy por la mañana","this morning",A1,phrase,"morning coffee window"
584,"esta tarde","this afternoon",A1,phrase,"afternoon walking street"
585,"esta noche","tonight",A1,phrase,"city lights tonight"
586,"ahora","now",A1,adverb,"ahora"
587,"luego","later",A1,adverb,"luego"
588,"antes","before",A1,adverb,"antes"
589,"después","after",A1,adverb,"después"
590,"pronto","soon",A1,adverb,"pronto"
591,"tarde adverbio","late",A1,adverb,"running late clock"
592,"temprano","early",A1,adverb,"early alarm clock"
593,"aquí","here",A1,adverb,"aquí"
594,"allí","there",A1,adverb,"allí"
595,"cerca","near",A1,adverb,"two close objects"
596,"lejos","far",A1,adverb,"distant horizon road"
597,"arriba","up",A1,adverb,"arrow pointing up"
598,"abajo","down",A1,adverb,"arrow pointing down"
599,"dentro","inside",A1,adverb,"box open inside"
600,"fuera","outside",A1,adverb,"outside garden patio"
601,"acostarse","to go to bed",A2,verb,"person going to bed sleep"
602,"levantarse","to get up",A2,verb,"person getting out of bed morning"
603,"ducharse","to take a shower",A2,verb,"person taking shower"
604,"bañarse","to take a bath",A2,verb,"person in bathtub bath"
605,"vestirse","to get dressed",A2,verb,"person putting on jacket"
606,"peinarse","to comb hair",A2,verb,"person combing hair mirror"
607,"afeitarse","to shave",A2,verb,"man shaving beard"
608,"maquillarse","to put on makeup",A2,verb,"woman applying makeup mirror"
609,"despertarse","to wake up",A2,verb,"person waking up stretching"
610,"dormirse","to fall asleep",A2,verb,"person sleeping bed"
611,"sentarse","to sit down",A2,verb,"person sitting chair"
612,"levantarse de la silla","to stand up",A2,verb,"person standing up from chair"
613,"quedarse","to stay",A2,verb,"person staying cozy home"
614,"irse","to leave",A2,verb,"person leaving wave goodbye"
615,"acordarse","to remember",A2,verb,"lightbulb moment memory"
616,"enfermarse","to fall sick",A2,verb,"sick person bed flu"
617,"curarse","to heal",A2,verb,"doctor healing patient"
618,"quejarse","to complain",A2,verb,"person complaining frustrated"
619,"divertirse","to have fun",A2,verb,"friends having fun party"
620,"aburrirse","to get bored",A2,verb,"bored student desk"
621,"preocuparse","to worry",A2,verb,"worried person holding head"
622,"relajarse","to relax",A2,verb,"person relaxing beach hammock"
623,"cansarse","to get tired",A2,verb,"tired runner resting"
624,"asustarse","to get scared",A2,verb,"surprised scared expression"
625,"enamorarse","to fall in love",A2,verb,"romantic couple holding hands"
626,"casarse","to get married",A2,verb,"bride groom wedding"
627,"mudarse","to move house",A2,verb,"moving boxes house truck"
628,"acostumbrarse","to get used to",A2,verb,"person adapting new city"
629,"equivocarse","to make a mistake",A2,verb,"erasing pencil mistake"
630,"sorprenderse","to be surprised",A2,verb,"surprised happy face"
631,"aeropuerto","airport",A2,noun,"airplane airport terminal"
632,"estación de tren","train station",A2,noun,"train platform station"
633,"estación de autobuses","bus station",A2,noun,"bus station passengers"
634,"puerto","harbor",A2,noun,"ships harbor port"
635,"billete","ticket",A2,noun,"bus train travel ticket"
636,"pasaje","boarding pass",A2,noun,"airline boarding pass"
637,"equipaje","luggage",A2,noun,"suitcases baggage travel"
638,"maleta","suitcase",A2,noun,"travel suitcase wheels"
639,"mochila","backpack",A2,noun,"hiking backpack travel"
640,"bolso","handbag",A2,noun,"stylish leather handbag"
641,"mapa","map",A2,noun,"world travel map"
642,"guía turística","tourist guide",A2,noun,"travel guide book"
643,"excursión","excursion",A2,noun,"group hiking nature"
644,"vuelo","flight",A2,noun,"airplane flying sky"
645,"retraso","delay",A2,noun,"airport flight delay sign"
646,"salida","departure",A2,noun,"airport departure board"
647,"llegada","arrival",A2,noun,"airport arrival gate"
648,"aduana","customs",A2,noun,"airport customs security"
649,"pasaporte","passport",A2,noun,"international passport stamps"
650,"visado","visa",A2,noun,"passport visa stamp"
651,"hotel","hotel",A2,noun,"modern hotel exterior"
652,"recepción","reception desk",A2,noun,"hotel lobby reception"
653,"habitación individual","single room",A2,noun,"hotel single bedroom"
654,"habitación doble","double room",A2,noun,"hotel double bedroom bed"
655,"llave de la habitación","room key",A2,noun,"hotel room key card"
656,"ascensor del hotel","hotel elevator",A2,noun,"hotel elevator hall"
657,"piscina","swimming pool",A2,noun,"resort swimming pool"
658,"gimnasio","gym",A2,noun,"fitness gym weights"
659,"restaurante","restaurant",A2,noun,"dining restaurant table"
660,"camarero","waiter",A2,noun,"restaurant waiter serving food"
661,"menú del día","menu of the day",A2,noun,"restaurant menu board"
662,"cuenta","bill check",A2,noun,"restaurant receipt bill"
663,"propina","tip money",A2,noun,"cash tip on table"
664,"plato principal","main course",A2,noun,"gourmet main dish"
665,"entrada","appetizer",A2,noun,"fresh starter salad"
666,"postre del día","dessert of the day",A2,noun,"delicious cake slice"
667,"bebida","beverage",A2,noun,"glass of cold drink"
668,"agua mineral","mineral water",A2,noun,"bottle of mineral water"
669,"zumo de naranja","orange juice",A2,noun,"glass of orange juice"
670,"vino tinto","red wine",A2,noun,"glass of red wine"
671,"vino blanco","white wine",A2,noun,"glass of white wine"
672,"cerveza","beer",A2,noun,"glass of cold beer"
673,"café con leche","coffee with milk",A2,noun,"cup of latte coffee"
674,"té verde","green tea",A2,noun,"cup of green tea"
675,"hielo","ice cubes",A2,noun,"glass with ice cubes"
676,"azúcar","sugar",A2,noun,"sugar bowl spoon"
677,"sal","table salt",A2,noun,"salt shaker table"
678,"pan fresco","fresh bread",A2,noun,"loaf of fresh bread"
679,"sopa caliente","hot soup",A2,noun,"bowl of hot vegetable soup"
680,"ensalada mixta","mixed salad",A2,noun,"fresh mixed salad bowl"
681,"carne de ternera","beef meat",A2,noun,"grilled beef steak"
682,"pollo asado","roast chicken",A2,noun,"roasted chicken platter"
683,"pescado fresco","fresh fish",A2,noun,"grilled salmon fish"
684,"marisco","seafood",A2,noun,"seafood paella dish"
685,"arroz con pollo","chicken rice",A2,noun,"spanish chicken rice paella"
686,"tortilla española","spanish omelette",A2,noun,"spanish potato omelette"
687,"queso manchego","manchego cheese",A2,noun,"spanish manchego cheese wedge"
688,"jamón serrano","cured ham",A2,noun,"sliced spanish cured ham"
689,"aceitunas","olives",A2,noun,"bowl of green olives"
690,"tapas","tapas appetizers",A2,noun,"assorted spanish tapas"
691,"supermercado","supermarket",A2,noun,"grocery supermarket aisles"
692,"tienda de ropa","clothing store",A2,noun,"fashion clothing boutique"
693,"zapatería","shoe store",A2,noun,"shoe shop display"
694,"panadería","bakery",A2,noun,"bakery bread display"
695,"carnicería","butcher shop",A2,noun,"butcher counter meat"
696,"pescadería","fish market",A2,noun,"fresh fish market stall"
697,"frutería","fruit shop",A2,noun,"colorful fruit shop market"
698,"farmacia de guardia","duty pharmacy",A2,noun,"pharmacy green cross sign"
699,"librería","bookstore",A2,noun,"cozy bookstore shelves"
700,"papelería","stationery shop",A2,noun,"notebooks pens stationery shop"
701,"centro comercial","shopping mall",A2,noun,"modern shopping mall interior"
702,"cajero automático","atm machine",A2,noun,"bank atm machine cash"
703,"banco","bank institution",A2,noun,"bank building vault"
704,"oficina de correos","post office",A2,noun,"post office mailbox"
705,"comisaría","police station",A2,noun,"police station building"
706,"hospital","hospital building",A2,noun,"hospital entrance ambulance"
707,"clínica","medical clinic",A2,noun,"doctor clinic waiting room"
708,"dentista","dentist",A2,noun,"dentist chair examination"
709,"veterinario","vet doctor",A2,noun,"vet examining puppy"
710,"peluquería","hair salon",A2,noun,"hair salon hairdresser haircut"
711,"taller mecánico","repair shop",A2,noun,"auto repair mechanic garage"
712,"gasolinera","gas station",A2,noun,"fuel pump gas station"
713,"lavandería","laundromat",A2,noun,"washing machines laundromat"
714,"cine de verano","outdoor cinema",A2,noun,"outdoor movie screen night"
715,"teatro","theater",A2,noun,"theater stage curtains"
716,"museo de arte","art museum",A2,noun,"art museum gallery paintings"
717,"biblioteca pública","public library",A2,noun,"quiet public library study"
718,"parque de atracciones","amusement park",A2,noun,"roller coaster amusement park"
719,"zoológico","zoo",A2,noun,"zoo giraffes animals"
720,"estadio de fútbol","soccer stadium",A2,noun,"packed football stadium"
721,"gimnasio deportivo","sports center",A2,noun,"indoor basketball court"
722,"pista de tenis","tennis court",A2,noun,"outdoor tennis court net"
723,"campo de golf","golf course",A2,noun,"green golf course flag"
724,"playa de arena","sandy beach",A2,noun,"golden sandy beach ocean"
725,"montaña nevada","snowy mountain",A2,noun,"snowy mountain peak"
726,"bosque verde","green forest",A2,noun,"lush green forest trees"
727,"río caudaloso","river",A2,noun,"flowing mountain river"
728,"lago azul","blue lake",A2,noun,"serene blue mountain lake"
729,"isla tropical","tropical island",A2,noun,"tropical island palm beach"
730,"desierto","desert",A2,noun,"sand dunes desert sunset"
731,"soleado","sunny",A2,adjective,"bright sunny day"
732,"nublado","cloudy",A2,adjective,"cloudy sky landscape"
733,"lluvioso","rainy",A2,adjective,"rainy street umbrellas"
734,"tormenta","storm",A2,noun,"thunderstorm lightning sky"
735,"nieve","snow",A2,noun,"snow falling winter"
736,"viento","wind",A2,noun,"wind blowing trees"
737,"niebla","fog",A2,noun,"misty foggy forest"
738,"temperatura","temperature",A2,noun,"outdoor thermometer temperature"
739,"calor","heat",A2,noun,"bright hot sun beach"
740,"frío","coldness",A2,noun,"icicles cold winter"
741,"primaveral","spring-like",A2,adjective,"blooming spring field"
742,"veraniego","summer-like",A2,adjective,"summer pool party"
743,"otoñal","autumnal",A2,adjective,"autumn leaf path"
744,"invernal","wintry",A2,adjective,"wintry snow village"
745,"madrugada","early morning hours",A2,noun,"dark early morning sky"
746,"atardecer","sunset",A2,noun,"golden ocean sunset"
747,"amanecer","sunrise",A2,noun,"mountain sunrise dawn"
748,"horario","schedule",A2,noun,"weekly timetable schedule"
749,"calendario","calendar",A2,noun,"desk wall calendar"
750,"reloj de pulsera","wristwatch",A2,noun,"mens wristwatch arm"
751,"alarma","alarm clock",A2,noun,"bedside alarm clock"
752,"minuto","minute",A2,noun,"stopwatch minute count"
753,"segundo","second",A2,noun,"digital timer seconds"
754,"hora puntual","exact time",A2,noun,"clock hand exact hour"
755,"durante el día","during the day",A2,phrase,"bright daytime street"
756,"por la noche","at night",A2,phrase,"city street night lights"
757,"a medianoche","at midnight",A2,phrase,"clock striking 12 night"
758,"a tiempo","on time",A2,phrase,"person catching train on time"
759,"con retraso","delayed",A2,phrase,"waiting passenger clock"
760,"de repente","suddenly",A2,adverb,"de repente"
761,"por fin","at last",A2,adverb,"celebrating finishing race"
762,"al principio","at first",A2,adverb,"al principio"
763,"al final","in the end",A2,adverb,"finish line banner"
764,"mientras tanto","meanwhile",A2,adverb,"mientras tanto"
765,"sin embargo","however",A2,adverb,"sin embargo"
766,"por lo tanto","therefore",A2,adverb,"por lo tanto"
767,"además","furthermore",A2,adverb,"además"
768,"tampoco","neither",A2,adverb,"tampoco"
769,"todavía","still",A2,adverb,"todavía"
770,"ya no","no longer",A2,adverb,"ya no"
771,"casi siempre","almost always",A2,adverb,"casi siempre"
772,"de vez en cuando","once in a while",A2,adverb,"de vez en cuando"
773,"pocas veces","rarely",A2,adverb,"pocas veces"
774,"en todas partes","everywhere",A2,adverb,"world globe travel"
775,"en ninguna parte","nowhere",A2,adverb,"empty quiet desert"
776,"en algún lugar","somewhere",A2,adverb,"pin point world map"
777,"hacia adelante","forward",A2,adverb,"arrow pointing forward"
778,"hacia atrás","backward",A2,adverb,"arrow pointing backward"
779,"a la izquierda","to the left",A2,phrase,"road sign turn left"
780,"a la derecha","to the right",A2,phrase,"road sign turn right"
781,"todo recto","straight ahead",A2,phrase,"straight highway road"
782,"en la esquina","on the corner",A2,phrase,"street corner building"
783,"al lado de","next to",A2,phrase,"two houses side by side"
784,"enfrente de","in front of",A2,phrase,"person standing in front house"
785,"detrás de","behind",A2,phrase,"cat behind chair"
786,"debajo de","underneath",A2,phrase,"dog sleeping under table"
787,"encima de","on top of",A2,phrase,"cat sitting on top box"
788,"entre dos","between two",A2,phrase,"object between two boxes"
789,"alrededor de","around",A2,phrase,"people sitting around campfire"
790,"a través de","through",A2,phrase,"sunlight shining through window"
791,"amable","kind",A2,adjective,"kind person helping elder"
792,"simpático","nice friendly",A2,adjective,"friendly person smiling"
793,"antipático","unfriendly",A2,adjective,"grumpy person frowning"
794,"inteligente","intelligent",A2,adjective,"smart student lightbulb"
795,"tonto","foolish",A2,adjective,"playful funny expression"
796,"trabajador","hardworking",A2,adjective,"hardworking craftsman"
797,"perezoso","lazy",A2,adjective,"lazy person sleeping couch"
798,"generoso","generous",A2,adjective,"generous person sharing food"
799,"tacaño","stingy",A2,adjective,"person hoarding coins"
800,"divertido","funny amusing",A2,adjective,"funny comedian performance"
801,"admisión","admission",B1,noun,"university admission entrance"
802,"administración","administration",B1,noun,"corporate office administration"
803,"admirar","to admire",B1,verb,"person admiring art painting"
804,"advertencia","warning",B1,noun,"yellow caution warning sign"
805,"advertir","to warn",B1,verb,"person warning caution"
806,"afectar","to affect",B1,verb,"storm affecting trees"
807,"afición","hobby",B1,noun,"gardening hobby plants"
808,"afortunadamente","fortunately",B1,adverb,"afortunadamente"
809,"agente","agent",B1,noun,"travel agent laptop"
810,"agotado","exhausted",B1,adjective,"exhausted person couch"
811,"agradecer","to thank",B1,verb,"shaking hands thank you"
812,"agricultura","agriculture",B1,noun,"green farm agriculture"
813,"ahorro","savings",B1,noun,"piggy bank savings coins"
814,"aislamiento","isolation",B1,noun,"isolated house mountain"
815,"alcanzar","to reach",B1,verb,"reaching for top shelf"
816,"alerta","alert",B1,noun,"red alert bell"
817,"alivio","relief",B1,noun,"relieved person exhaling"
818,"almacén","warehouse",B1,noun,"warehouse shelving boxes"
819,"alquilar","to rent",B1,verb,"handing over house keys"
820,"alterar","to alter",B1,verb,"tailor altering clothes"
821,"alternativa","alternative",B1,noun,"crossroads path choices"
822,"altitud","altitude",B1,noun,"high mountain peak altitude"
823,"amable mente","kindly",B1,adverb,"amable mente"
824,"amenaza","threat",B1,noun,"storm clouds threat"
825,"ampliar","to expand",B1,verb,"magnifying glass zoom"
826,"análisis","analysis",B1,noun,"data charts analysis"
827,"anciano","elderly person",B1,noun,"elderly man walking stick"
828,"angustia","anguish",B1,noun,"distressed person holding face"
829,"aniversario","anniversary",B1,noun,"anniversary celebration cake"
830,"antigüedad","antiquity",B1,noun,"ancient greek statue"
831,"anual","annual",B1,adjective,"yearly calendar 12 months"
832,"apariencia","appearance",B1,noun,"fashion mirror appearance"
833,"apartamento","apartment",B1,noun,"modern apartment building"
834,"aperturar","to open an account",B1,verb,"opening bank account"
835,"aplaudir","to applaud",B1,verb,"audience applauding hands"
836,"aplicación","application",B1,noun,"smartphone mobile app"
837,"apropiado","appropriate",B1,adjective,"formal suit attire"
838,"aprovechar","to take advantage of",B1,verb,"person seizing opportunity"
839,"aproximadamente","approximately",B1,adverb,"aproximadamente"
840,"apoyo","support",B1,noun,"team holding supporting hands"
841,"apreciar","to appreciate",B1,verb,"admiring fine wine"
842,"aprobación","approval",B1,noun,"approved green stamp paper"
843,"argumento","argument plot",B1,noun,"movie story script"
844,"armonía","harmony",B1,noun,"peaceful zen stones harmony"
845,"arrepentirse","to regret",B1,verb,"regretful person head in hands"
846,"arriesgar","to risk",B1,verb,"tightrope walker risk"
847,"artesano","craftsman",B1,noun,"potter making ceramic vase"
848,"artículo","article",B1,noun,"newspaper journal article"
849,"aspecto","aspect",B1,noun,"glowing jewel facets"
850,"aspiración","aspiration",B1,noun,"person looking up to stars"
851,"asamblea","assembly",B1,noun,"conference meeting assembly"
852,"asesor","advisor",B1,noun,"financial advisor meeting"
853,"asistencia","attendance",B1,noun,"audience attending lecture"
854,"asociar","to associate",B1,verb,"puzzle pieces connecting"
855,"asumir","to assume responsibility",B1,verb,"leader taking responsibility"
856,"atención","attention",B1,noun,"person focusing attentively"
857,"atractivo","attractive",B1,adjective,"scenic ocean coastline"
858,"atravesar","to cross through",B1,verb,"walking through tunnel"
859,"atribuir","to attribute",B1,verb,"writing attribution credit"
860,"audiencia","audience",B1,noun,"concert hall audience"
861,"aumento","increase",B1,noun,"growing chart graph"
862,"ausencia","absence",B1,noun,"empty chair desk"
863,"auténtico","authentic",B1,adjective,"authentic vintage clock"
864,"autor","author",B1,noun,"writer with typewriter"
865,"autoridad","authority",B1,noun,"badge official authority"
866,"avance","advance",B1,noun,"forward progress steps"
867,"aventura","adventure",B1,noun,"mountain hiker adventure"
868,"avería","breakdown",B1,noun,"broken down car smoke"
869,"averiguar","to figure out",B1,verb,"detective solving puzzle"
870,"aviso","notice",B1,noun,"bulletin board notice"
871,"bancario","banking",B1,adjective,"credit card banking"
872,"barrio","neighborhood",B1,noun,"charming residential street"
873,"base","foundation",B1,noun,"building concrete base"
874,"bastante","quite enough",B1,adverb,"bastante"
875,"beneficio","benefit",B1,noun,"sprouting plant coins"
876,"bienes","goods assets",B1,noun,"real estate property assets"
877,"biografía","biography",B1,noun,"open biography book"
878,"boceto","sketch",B1,noun,"artist pencil sketch"
879,"boletín","newsletter",B1,noun,"printed newsletter paper"
880,"bondad","kindness",B1,noun,"sharing food kindness"
881,"borde","edge",B1,noun,"cliff edge ocean"
882,"boscaje","woodland",B1,noun,"misty woodland trees"
883,"brillante","brilliant",B1,adjective,"glowing diamond gem"
884,"brindar","to toast celebrate",B1,verb,"cheers wine glasses toast"
885,"broma","joke",B1,noun,"people laughing joke"
886,"búsqueda","search",B1,noun,"search bar magnifying glass"
887,"cabina","cabin",B1,noun,"wooden forest cabin"
888,"cadena","chain",B1,noun,"metal link chain"
889,"cálculo","calculation",B1,noun,"math formulas calculator"
890,"calidad","quality",B1,noun,"quality star seal"
891,"calidez","warmth",B1,noun,"warm cozy fireplace"
892,"calma","calmness",B1,noun,"calm still lake reflection"
893,"campaña","campaign",B1,noun,"marketing strategy campaign"
894,"campo de visión","field of view",B1,noun,"panoramic landscape view"
895,"canción","song",B1,noun,"musical notes song"
896,"candidato","candidate",B1,noun,"job interview candidate"
897,"capacidad","capacity",B1,noun,"full measuring beaker"
898,"capaz","capable",B1,adjective,"climbing summit capable"
899,"capital","capital city",B1,noun,"metropolis skyline city"
900,"capturar","to capture",B1,verb,"camera capturing photo"
901,"carácter","character personality",B1,noun,"confident portrait"
902,"característica","feature",B1,noun,"checklist features list"
903,"cargo","job position",B1,noun,"executive office desk"
904,"carrera","career profession",B1,noun,"university diploma career"
905,"carretera","highway",B1,noun,"scenic open highway road"
906,"carta de presentación","cover letter",B1,noun,"resume cover letter document"
907,"cartel","poster",B1,noun,"movie art poster"
908,"catálogo","catalog",B1,noun,"product catalog magazine"
909,"categoría","category",B1,noun,"organized files category"
910,"causa","cause",B1,noun,"domino effect cause"
911,"celebración","celebration",B1,noun,"confetti party celebration"
912,"centro","center",B1,noun,"city center square"
913,"ceremonia","ceremony",B1,noun,"graduation ceremony stage"
914,"certificado","certificate",B1,noun,"framed achievement certificate"
915,"cifra","figure number",B1,noun,"financial figures statistics"
916,"circulaciòn","traffic flow",B1,noun,"busy city traffic lights"
917,"círculo","circle",B1,noun,"geometric circle shape"
918,"circunstancia","circumstance",B1,noun,"branching path choices"
919,"cita","appointment",B1,noun,"calendar appointment date"
920,"ciudadanía","citizenship",B1,noun,"passport citizenship card"
921,"claridad","clarity",B1,noun,"crystal clear water"
922,"clasificación","classification",B1,noun,"podium 1st 2nd 3rd"
923,"clave","key element",B1,noun,"golden key lock"
924,"cliente","customer client",B1,noun,"happy store customer"
925,"clima","climate",B1,noun,"earth weather satellite"
926,"cobertura","coverage",B1,noun,"satellite network coverage"
927,"código","code",B1,noun,"computer programming code"
928,"coherencia","coherence",B1,noun,"matching puzzle pieces"
929,"colaborar","to collaborate",B1,verb,"team brainstorming together"
930,"colección","collection",B1,noun,"stamp coin collection"
931,"colegio","school",B1,noun,"elementary school building"
932,"colisión","collision",B1,noun,"car collision traffic"
933,"columna","column",B1,noun,"ancient marble column"
934,"combinación","combination",B1,noun,"safe dial combination"
935,"combustible","fuel",B1,noun,"gas pump fuel"
936,"comedia","comedy",B1,noun,"theater comedy mask"
937,"comentario","comment",B1,noun,"speech bubble comment"
938,"comercial","commercial",B1,adjective,"shopping street stores"
939,"comisión","commission",B1,noun,"handshake sales bonus"
940,"comité","committee",B1,noun,"boardroom committee meeting"
941,"compañía","company",B1,noun,"corporate office building"
942,"comparación","comparison",B1,noun,"comparing two apples"
943,"competición","competition",B1,noun,"sports track competition"
944,"complejidad","complexity",B1,noun,"intricate clockwork gears"
945,"comportarse","to behave",B1,verb,"well behaved child"
946,"composición","composition",B1,noun,"orchestra music composition"
947,"comprensión","understanding",B1,noun,"empathetic listening conversation"
948,"compromiso","commitment",B1,noun,"handshake contract pledge"
949,"comunicado","press release",B1,noun,"official statement document"
950,"concentración","concentration",B1,noun,"student meditating focus"
951,"concepto","concept",B1,noun,"glowing idea sketch"
952,"conclusión","conclusion",B1,noun,"puzzle final piece"
953,"concurso","contest",B1,noun,"trophy contest prize"
954,"condición","condition",B1,noun,"fitness health condition"
955,"conductor","driver",B1,noun,"car driver steering wheel"
956,"conducta","conduct",B1,noun,"proper etiquette dinner"
957,"conferencia","conference",B1,noun,"keynote speaker stage"
958,"confirmación","confirmation",B1,noun,"check mark confirm"
959,"confusión","confusion",B1,noun,"confused maze runner"
960,"congreso","congress",B1,noun,"capitol congress hall"
961,"conjunto","set group",B1,noun,"matching cutlery set"
962,"conexión","connection",B1,noun,"digital network nodes"
963,"consecuencia","consequence",B1,noun,"falling dominoes effect"
964,"consejero","counselor",B1,noun,"counselor helping client"
965,"conservar","to preserve",B1,verb,"preserving jam jar"
966,"consideración","consideration",B1,noun,"thoughtful gift giving"
967,"consigna","slogan",B1,noun,"campaign banner slogan"
968,"consolidación","consolidation",B1,noun,"building strong foundation"
969,"constante","constant",B1,adjective,"ticking wall clock"
970,"construcción","construction",B1,noun,"construction crane building"
971,"consulta","consultation",B1,noun,"doctor consulting patient"
972,"consumo","consumption",B1,noun,"energy power meter"
973,"contacto","contact",B1,noun,"smartphone contacts list"
974,"contenedor","container",B1,noun,"shipping cargo container"
975,"contenido","content",B1,noun,"content creator laptop"
976,"contexto","context",B1,noun,"reading book context"
977,"continente","continent",B1,noun,"world map continents"
978,"continuación","continuation",B1,noun,"road continuing forward"
979,"contribución","contribution",B1,noun,"charity contribution coins"
980,"control","control",B1,noun,"game remote control"
981,"convenio","agreement",B1,noun,"official treaty handshake"
982,"conversación","conversation",B1,noun,"two friends talking cafe"
983,"convicción","conviction",B1,noun,"determined passionate speaker"
984,"cooperación","cooperation",B1,noun,"team building bridge"
985,"coordinación","coordination",B1,noun,"synchronized dancers"
986,"copia","copy",B1,noun,"photocopier machine print"
987,"corazón","heart",B1,noun,"red human heart"
988,"coraje","courage",B1,noun,"brave knight shield"
989,"corrección","correction",B1,noun,"red pen teacher correction"
990,"corredor","corridor",B1,noun,"long hotel corridor"
991,"corriente","current stream",B1,noun,"river water current"
992,"corte","cut incision",B1,noun,"scissors cutting ribbon"
993,"costumbre","custom habit",B1,noun,"traditional tea ceremony"
994,"creación","creation",B1,noun,"artist painting canvas"
995,"crecimiento","growth",B1,noun,"sprouting green plant"
996,"crédito","credit",B1,noun,"banking credit card"
997,"criterio","criterion",B1,noun,"evaluation scoring sheet"
998,"crítica","critique",B1,noun,"film critic reviewing"
999,"cuadro de mandos","dashboard",B1,noun,"car dashboard speed"
1000,"cubierta","deck cover",B1,noun,"ship wooden deck ocean"
1001,"abrumador","overwhelming",B2,adjective,"overwhelming mountain wave"
1002,"abstracción","abstraction",B2,noun,"abstract modern painting"
1003,"absurdo","absurd",B2,adjective,"surreal surrealist artwork"
1004,"aceleración","acceleration",B2,noun,"speedometer acceleration car"
1005,"acentuar","to accentuate",B2,verb,"highlighting text marker"
1006,"aclaración","clarification",B2,noun,"clearing up confusion document"
1007,"acogida","reception welcome",B2,noun,"warm welcoming hug"
1008,"acomodación","accommodation",B2,noun,"hotel accommodation bedroom"
1009,"acontecimiento","event occurrence",B2,noun,"historic news event"
1010,"acreditación","accreditation",B2,noun,"official accreditation badge"
1011,"actuación","performance",B2,noun,"stage actor performance"
1012,"adaptabilidad","adaptability",B2,noun,"chameleon changing color"
1013,"adecuación","adequacy",B2,noun,"perfect puzzle piece fit"
1014,"adherirse","to adhere",B2,verb,"glue adhering paper"
1015,"adquisición","acquisition",B2,noun,"company merger acquisition"
1016,"adverso","adverse",B2,adjective,"stormy adverse weather"
1017,"afirmación","affirmation",B2,noun,"thumbs up agreement"
1018,"afrontar","to confront face",B2,verb,"person facing mountain storm"
1019,"agudeza","sharpness acuteness",B2,noun,"sharp eye vision test"
1020,"aislar","to isolate",B2,verb,"soundproofing room insulation"
1021,"alegación","allegation",B2,noun,"courtroom legal claim"
1022,"alineación","alignment",B2,noun,"planets solar alignment"
1023,"alucinación","hallucination",B2,noun,"surreal dream illusion"
1024,"ambigüedad","ambiguity",B2,noun,"foggy fork in road"
1025,"analógico","analog",B2,adjective,"vintage analog clock gears"
1026,"anomalía","anomaly",B2,noun,"odd red puzzle piece anomaly"
1027,"antagonista","antagonist",B2,noun,"chess opponent adversary"
1028,"anticipación","anticipation",B2,noun,"eager child waiting gift"
1029,"antítesis","antithesis",B2,noun,"sun and moon opposition"
1030,"aparente","apparent",B2,adjective,"mirage desert illusion"
1031,"apreciable","appreciable",B2,adjective,"growing plant chart"
1032,"aprobatorio","approving",B2,adjective,"green checkmark seal"
1033,"arbitrario","arbitrary",B2,adjective,"rolling random dice"
