id,spanish,english,level,partOfSpeech,imageQuery
9304,"Arreglan el coche en el taller mecánico.","They fix the car at the auto repair shop.",A2,phrase,"mechanic fixing car engine"
9305,"Llenamos el depósito en la gasolinera.","We fill the tank at the gas station.",A2,phrase,"fueling car gas pump"
9306,"Lavamos las sábanas en la lavandería.","We wash the bedsheets at the laundromat.",A2,phrase,"laundromat washing machines"
9307,"Vemos una película en el cine de verano.","We watch a movie at the outdoor summer cinema.",A2,phrase,"outdoor cinema screen night"
9308,"Compramos entradas para el teatro.","We buy tickets for the theater.",A2,phrase,"theater stage red curtains"
9309,"Admiramos cuadros en el museo de arte.","We admire paintings in the art museum.",A2,phrase,"art museum paintings gallery"
9310,"Estudiamos en la biblioteca pública.","We study in the public library.",A2,phrase,"quiet library study tables"
9311,"Nos montamos en la montaña rusa del parque.","We ride the roller coaster at the amusement park.",A2,phrase,"amusement park roller coaster"
9312,"Vemos animales raros en el zoológico.","We see rare animals at the zoo.",A2,phrase,"zoo giraffes enclosure"
9313,"El estadio de fútbol está lleno.","The soccer stadium is full.",A2,phrase,"packed soccer stadium lights"
9314,"Jugamos al baloncesto en el gimnasio deportivo.","We play basketball at the sports center.",A2,phrase,"indoor basketball court game"
9315,"Jugamos un partido en la pista de tenis.","We play a match on the tennis court.",A2,phrase,"tennis court net match"
9316,"Caminamos por la playa de arena dorada.","We walk on the golden sandy beach.",A2,phrase,"golden sandy beach waves"
9317,"La montaña nevada es imponente.","The snowy mountain is imposing.",A2,phrase,"snowy mountain peak blue sky"
9318,"Cruzamos el bosque verde y frondoso.","We cross the green and lush forest.",A2,phrase,"lush green forest trees path"
9319,"El río caudaloso fluye hacia el mar.","The rushing river flows towards the sea.",A2,phrase,"flowing river mountain valley"
9320,"Navegamos en barco por el lago azul.","We sail by boat on the blue lake.",A2,phrase,"boat blue lake reflection"
9321,"Visitamos una isla tropical en vacaciones.","We visit a tropical island on vacation.",A2,phrase,"tropical island palm beach"
9322,"El sol brilla en el día soleado.","The sun shines on the sunny day.",A2,phrase,"bright sun blue sky day"
9323,"El cielo está totalmente nublado.","The sky is totally cloudy.",A2,phrase,"cloudy dark sky overcast"
9324,"Está lluvioso así que llevo paraguas.","It is rainy so I carry an umbrella.",A2,phrase,"person umbrella rainy street"
9325,"La tormenta trae truenos y relámpagos.","The storm brings thunder and lightning.",A2,phrase,"lightning storm night sky"
9326,"Cae la nieve en las montañas.","Snow falls in the mountains.",A2,phrase,"snow falling winter trees"
9327,"Sopla un viento fuerte hoy.","A strong wind is blowing today.",A2,phrase,"wind blowing trees leaves"
9328,"Hay mucha niebla por la mañana.","There is a lot of fog in the morning.",A2,phrase,"foggy morning road trees"
9329,"La temperatura baja por la noche.","The temperature drops at night.",A2,phrase,"thermometer cold night"
9330,"Hace calor dentro de la casa.","It is hot inside the house.",A2,phrase,"cozy warm sunny room"
9331,"El agua del mar está muy fría.","The sea water is very cold.",A2,phrase,"cold ocean waves beach"
9332,"Disfrutamos del día primaveral.","We enjoy the spring-like day.",A2,phrase,"spring blooming flowers park"
9333,"El ambiente veraniego es alegre.","The summer-like atmosphere is cheerful.",A2,phrase,"beach pool party summer"
9334,"Las hojas otoñales caen al suelo.","The autumnal leaves fall to the ground.",A2,phrase,"autumn leaves park ground"
9335,"El paisaje invernal está blanco.","The wintry landscape is white.",A2,phrase,"snowy wintry trees village"
9336,"Salimos de viaje de madrugada.","We set off on a trip early in the morning.",A2,phrase,"early morning road trip dawn"
9337,"Miramos el atardecer junto al mar.","We watch the sunset by the sea.",A2,phrase,"golden sunset ocean waves"
9338,"El amanecer en la montaña es hermoso.","Sunrise in the mountains is beautiful.",A2,phrase,"mountain peak sunrise dawn"
9339,"Consulto mi horario de clases.","I check my class schedule.",A2,phrase,"student checking timetable schedule"
9340,"Miro la fecha en el calendario.","I look at the date on the calendar.",A2,phrase,"calendar page date circle"
9341,"Miro mi reloj de pulsera.","I look at my wristwatch.",A2,phrase,"wristwatch on wrist time"
9342,"La alarma suena a las seis y media.","The alarm rings at six thirty.",A2,phrase,"alarm clock ringing morning"
9343,"Espérame solo un minuto.","Wait for me just one minute.",A2,phrase,"stopwatch timer minute"
9344,"La carrera dura pocos segundos.","The race lasts a few seconds.",A2,phrase,"digital race timer finish line"
9345,"Llegamos a la hora puntual.","We arrive at the exact time.",A2,phrase,"clock hands exact time"
9346,"Trabajamos durante el día.","We work during the day.",A2,phrase,"bright daytime office work"
9347,"Caminamos por la ciudad por la noche.","We walk through the city at night.",A2,phrase,"city night lights walk"
9348,"El reloj da doce campanadas a medianoche.","The clock strikes twelve chimes at midnight.",A2,phrase,"clock tower striking midnight"
9349,"Llegamos a tiempo para la película.","We arrive on time for the movie.",A2,phrase,"movie theater entrance on time"
9350,"El autobús viene con retraso.","The bus comes with a delay.",A2,phrase,"bus waiting stop clock"
9351,"De repente empezó a llover.","Suddenly it started to rain.",A2,phrase,"sudden rain street umbrella"
9352,"Por fin terminamos el examen.","At last we finished the exam.",A2,phrase,"happy student finishing exam"
9353,"Al principio no entendía la lección.","At first I did not understand the lesson.",A2,phrase,"confused student book desk"
9354,"Al final todos celebramos el éxito.","In the end we all celebrate the success.",A2,phrase,"team celebrating victory win"
9355,"Sin embargo seguimos intentando.","However we keep trying.",A2,phrase,"persistent runner track"
9356,"Por lo tanto aprobamos el curso.","Therefore we passed the course.",A2,phrase,"happy student diploma certificate"
9357,"Además aprendemos muchas cosas.","Furthermore we learn many things.",A2,phrase,"books library learning"
9358,"Yo tampoco lo sabía.","Neither did I know it.",A2,phrase,"two friends nodding agreement"
9359,"Todavía estamos a tiempo.","We are still on time.",A2,phrase,"clock running catching train"
9360,"Ya no vivo en esa calle.","I no longer live on that street.",A2,phrase,"moving away street sign"
9361,"Casi siempre desayuno café.","I almost always eat breakfast with coffee.",A2,phrase,"morning coffee breakfast cup"
9362,"De vez en cuando voy al cine.","Once in a while I go to the cinema.",A2,phrase,"movie theater popcorn seat"
9363,"Pocas veces como comida rápida.","I rarely eat fast food.",A2,phrase,"healthy salad meal plate"
9364,"Buscamos en todas partes.","We search everywhere.",A2,phrase,"searching room everywhere"
9365,"No lo encontré en ninguna parte.","I did not find it anywhere.",A2,phrase,"empty quiet room search"
9366,"Está oculto en algún lugar.","It is hidden somewhere.",A2,phrase,"treasure map hidden spot"
9367,"Caminamos hacia adelante con valor.","We walk forward with courage.",A2,phrase,"hikers walking forward trail"
9368,"Da un paso hacia atrás.","Take one step backward.",A2,phrase,"person stepping backward"
9369,"Gira a la izquierda en el semáforo.","Turn to the left at the traffic light.",A2,phrase,"traffic light turn left sign"
9370,"Dobla a la derecha en la esquina.","Turn to the right at the corner.",A2,phrase,"street corner turn right sign"
9371,"Sigue todo recto por dos manzanas.","Go straight ahead for two blocks.",A2,phrase,"straight highway road sign"
9372,"La farmacia está en la esquina.","The pharmacy is on the corner.",A2,phrase,"street corner pharmacy sign"
9373,"El banco está al lado del museo.","The bank is next to the museum.",A2,phrase,"bank museum buildings side"
9374,"La cafetería está enfrente de la estación.","The coffee shop is in front of the station.",A2,phrase,"cafe in front of station"
9375,"El jardín está detrás de la casa.","The garden is behind the house.",A2,phrase,"backyard garden behind house"
9376,"El gato duerme debajo de la mesa.","The cat sleeps underneath the table.",A2,phrase,"cat sleeping under dining table"
9377,"El libro está encima de la estantería.","The book is on top of the bookshelf.",A2,phrase,"book top of bookshelf"
9378,"La tienda está entre el restaurante y el hotel.","The shop is between the restaurant and the hotel.",A2,phrase,"shop between two buildings"
9379,"Caminamos alrededor del parque.","We walk around the park.",A2,phrase,"people walking around park pond"
9380,"La luz pasa a través de la ventana.","Light passes through the window.",A2,phrase,"sunlight streaming window"
9381,"Es una persona muy amable y atenta.","She is a very kind and attentive person.",A2,phrase,"kind person helping elder"
9382,"Mi nuevo compañero es muy simpático.","My new classmate is very nice.",A2,phrase,"friendly smiling classmate"
9383,"No me gusta la gente antipática.","I do not like unfriendly people.",A2,phrase,"unfriendly frowning person"
9384,"El estudiante inteligente resuelve el problema.","The intelligent student solves the problem.",A2,phrase,"smart student blackboard math"
9385,"Es un perro trabajador y leal.","He is a hardworking and loyal dog.",A2,phrase,"working dog loyal shepherd"
9386,"No seas perezoso y empieza a estudiar.","Do not be lazy and start studying.",A2,phrase,"person studying desk book"
9387,"Es muy generoso con sus amigos.","He is very generous with his friends.",A2,phrase,"sharing food generous friend"
9388,"Una película divertida nos alegra el día.","A funny movie brightens our day.",A2,phrase,"laughing audience movie theater"
9389,"Nos vemos pronto en la cafetería.","See you soon at the coffee shop.",A2,phrase,"friends wave coffee shop"
9390,"Tengo muchas ganas de viajar.","I really want to travel.",A2,phrase,"traveler passport suitcase map"
9391,"El agua de la piscina está templada.","The pool water is lukewarm.",A2,phrase,"warm swimming pool resort"
9392,"Me gusta pasear por la mañana temprano.","I like to stroll early in the morning.",A2,phrase,"early morning peaceful walk"
9393,"Cerraron la tienda antes de tiempo.","They closed the shop ahead of time.",A2,phrase,"closed shop front door"
9394,"Comemos fruta todos los días.","We eat fruit every day.",A2,phrase,"fresh fruit salad bowl"
9395,"El autobús llegó a su hora.","The bus arrived on schedule.",A2,phrase,"bus arriving transit stop"
9396,"Disfrutamos de unas buenas vacaciones.","We enjoyed a great vacation.",A2,phrase,"resort beach holiday lounge"
9397,"El café caliente nos reconforta.","Hot coffee comforts us.",A2,phrase,"mug hot steaming coffee"
9398,"Hacemos planes para el fin de semana.","We make plans for the weekend.",A2,phrase,"planning calendar weekend trip"
9399,"La música suena muy alegre.","The music sounds very cheerful.",A2,phrase,"upbeat music headphones dance"
9400,"Gracias por tu valiosa ayuda.","Thank you for your valuable help.",A2,phrase,"shaking hands thank you"
9401,"Buen viaje a todos.","Have a good trip everyone.",A2,phrase,"waving goodbye airport departure"
